core,CPD_A,SMILES_A,R_A,pKi_A,LogD_A,Sol_A_uM,CPD_B,SMILES_B,R_B,pKi_B,LogD_B,Sol_B_uM,delta_pKi,delta_LogD,delta_LogSol,abs_delta_pKi,physchem_shift,potency_specificity
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_46,O=C(Nc1ccc(-c2c[nH]cn2)cc1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1nc(-c2ccc([*:1])cc2)c[nH]1,5.0,4.299,0.0,CPD_208,O=C(NC1CN(c2cc[n+]([O-])cc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,[O-][n+]1ccc(N2CC([*:1])C2)cc1,6.96,1.058,17.0,1.96,-3.24,2.23,1.96,3.9332556489503707,0.4685345970887023
O=C(Nc1ccc(-n2ccc(=O)cc2)cc1)c1nc2ccccc2n1C[*:1],CPD_449,COc1cccc(Cn2c(C(=O)Nc3ccc(-n4ccc(=O)cc4)cc3)nc3ccccc32)c1,COc1cccc([*:1])c1,5.99,3.193,6.8,CPD_457,O=C(Nc1ccc(-n2ccc(=O)cc2)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,Clc1ccc(-c2cc([*:1])no2)s1,7.92,3.915,0.4,1.94,0.72,-1.23,1.94,1.4252368224263643,1.1580452232360559
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_22,NC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)N1CCC(NC(=O)[*:1])CC1,5.97,1.914,8.7,CPD_178,O=C(NC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CN(c2ccncc2)C1)[*:1],7.9,1.282,330.0,1.93,-0.63,1.58,1.93,1.7009703113223347,0.9892513426777256
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2[*:1])CC1,CPD_854,COc1ccc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)cc1,COc1ccc(NC(=O)C[*:1])cc1,5.72,0.402,22000.0,CPD_856,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(I)cc2)CC1,O=C(C[*:1])Nc1ccc(I)cc1,7.64,2.023,2600.0,1.92,1.62,-0.93,1.92,1.8679668091269717,0.9065297868343017
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_116,O=C(NC1CCN(c2ccncn2)CC1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(c2ccncn2)CC1)[*:1],7.23,3.606,0.7,CPD_164,CC(C)N1CCC(NC(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)N1CCC(NC(=O)[*:1])CC1,9.15,3.124,26.0,1.92,-0.48,1.57,1.92,1.6417368851311103,1.0149402990928789
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_25,O=C(NC1CCN(CC(F)(F)F)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(CC(F)(F)F)CC1)[*:1],5.99,4.567,1.3,CPD_178,O=C(NC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CN(c2ccncc2)C1)[*:1],7.9,1.282,330.0,1.91,-3.29,2.4,1.91,4.07235803926914,0.44188842817911456
CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2[*:1])CC1,CPD_287,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2Cc2cnc(-c3ccc(Cl)s3)s2)CC1,Clc1ccc(-c2ncc(C[*:1])s2)s1,5.87,3.024,0.4,CPD_352,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Clc1ccc(-c2cc(C[*:1])no2)s1,7.78,2.192,0.6,1.91,-0.83,0.18,1.91,0.8492938243034621,1.7374790595318952
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)N[*:1])CC1,CPD_859,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(C#N)cc2)CC1,N#Cc1ccc([*:1])cc1,5.54,0.68,4500.0,CPD_861,C#Cc1ccc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)cc1,C#Cc1ccc([*:1])cc1,7.42,0.573,1600.0,1.88,-0.11,-0.45,1.88,0.4632493928760188,2.6358241854498043
O=C(N[*:1])c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_605,O=C(Nc1ccc(N2CCNCC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1CNCCN1c1ccc([*:1])cc1,6.85,3.407,0.8,CPD_606,O=C(Nc1ccc(-n2ccncc2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=c1cnccn1-c1ccc([*:1])cc1,8.71,3.934,0.3,1.86,0.53,-0.43,1.86,0.6824954212300621,1.9946478638430838
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2C[*:1])CC1,CPD_33,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2csc(-c3ccc(Cl)cc3)n2)CC1,Clc1ccc(-c2nc([*:1])cs2)cc1,5.57,3.106,54.0,CPD_861,C#Cc1ccc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)cc1,C#Cc1ccc(NC(=O)[*:1])cc1,7.42,0.573,1600.0,1.86,-2.53,1.47,1.86,2.9260553651631405,0.5856321084328641
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_421,Cc1ccc(=O)n(-c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)n1,Cc1ccc(=O)n(-c2ccc(NC(=O)[*:1])cc2)n1,5.0,3.824,0.3,CPD_605,O=C(Nc1ccc(N2CCNCC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1CNCCN1c1ccc(NC(=O)[*:1])cc1,6.85,3.407,0.8,1.85,-0.42,0.43,1.85,0.6010823570859487,2.1737026794143417
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_337,CC(OC(=O)OC1CCCCC1)OC(=O)c1cccc2c1nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],7.51,5.617,0.5,CPD_434,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)NCC(O)CCl)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(NCC(O)CCl)[*:1],9.36,1.992,49.0,1.85,-3.62,1.99,1.85,4.1309199943838175,0.4222857304793591
O=C(Nc1ccc([*:1])cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_557,O=C(Nc1ccc(N2CCS(=O)(=O)CC2)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=S1(=O)CCN([*:1])CC1,5.0,3.236,0.4,CPD_605,O=C(Nc1ccc(N2CCNCC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1CNCCN1[*:1],6.85,3.407,0.8,1.85,0.17,0.3,1.85,0.34481879299133333,3.1101909048575656
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_458,O=C(Nc1ccc(-n2ncccc2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(Nc1ccc(-n2ncccc2=O)cc1)[*:1],5.0,4.288,0.2,CPD_605,O=C(Nc1ccc(N2CCNCC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1CNCCN1c1ccc(NC(=O)[*:1])cc1,6.85,3.407,0.8,1.85,-0.88,0.6,1.85,1.0650821564555477,1.4067562174109185
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2C[*:1])CC1,CPD_855,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccccc2)CC1,O=C(Nc1ccccc1)[*:1],6.69,0.388,27000.0,CPD_860,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Br)cc2)CC1,O=C(Nc1ccc(Br)cc1)[*:1],8.5,1.599,3500.0,1.81,1.21,-0.89,1.81,1.5020652449211385,1.0330665511725674
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_335,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(CCO)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N(CCO)CCO)[*:1],6.64,-1.074,41000.0,CPD_338,CC(C)N1CCC(NC(=O)c2cc3cc(NS(C)(=O)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CS(=O)(=O)N[*:1],8.46,0.697,170.0,1.81,1.77,-2.38,1.81,2.9660242750186656,0.5628066970948143
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_43,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(Oc2ccncc2)CC1,O=C(N1CCC(Oc2ccncc2)CC1)[*:1],5.53,3.739,1.1,CPD_60,CC(C)N1CC[C@@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC[C@@H](NC(=O)[*:1])C1,7.32,1.909,390.0,1.79,-1.83,2.55,1.79,3.1386939959161357,0.5282270993359707
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_19,CC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(=O)N1CCC([*:1])CC1,6.12,3.157,3.8,CPD_178,O=C(NC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1cc(N2CC([*:1])C2)ccn1,7.9,1.282,330.0,1.78,-1.88,1.94,1.78,2.701481075262235,0.6030870449819332
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_346,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)N(C)CCO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],7.58,0.725,300.0,CPD_434,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)NCC(O)CCl)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(NCC(O)CCl)[*:1],9.36,1.992,49.0,1.78,1.27,-0.79,1.78,1.4956603892595404,1.019671415443542
O=C(Cn1c(C(=O)Nc2ccc([*:1])cc2)nc2ccccc21)Nc1ccc(Cl)cn1,CPD_427,CCN1CCN(c2ccc(NC(=O)c3nc4ccccc4n3CC(=O)Nc3ccc(Cl)cn3)cc2)C(=O)C1=O,CCN1CCN([*:1])C(=O)C1=O,4.97,2.222,7.3,CPD_530,O=C(Cn1c(=O)ccn(-c2ccc(NC(=O)c3nc4ccccc4n3CC(=O)Nc3ccc(Cl)cn3)cc2)c1=O)Nc1ccc(Cl)cn1,O=C(Cn1c(=O)ccn([*:1])c1=O)Nc1ccc(Cl)cn1,6.75,4.229,0.2,1.78,2.01,-1.56,1.78,2.544346674492295,0.6370004181114745
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_351,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)N(C)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],7.19,0.719,300.0,CPD_433,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)COC(=O)[*:1],8.95,2.129,0.6,1.77,1.41,-2.7,1.77,3.0459973736035955,0.5370149910237384
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_47,O=C(Nc1nc(-c2cccnc2)cs1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1cncc(-c2csc([*:1])n2)c1,5.0,5.297,0.1,CPD_57,CCN1CC[C@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CCN1CC[C@H]([*:1])C1,6.76,1.624,680.0,1.76,-3.67,3.83,1.76,5.304507517197049,0.3168597746156517
CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2[*:1])CC1,CPD_287,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2Cc2cnc(-c3ccc(Cl)s3)s2)CC1,Clc1ccc(-c2ncc(C[*:1])s2)s1,5.87,3.024,0.4,CPD_340,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(C[*:1])Nc1ccc(Cl)cn1,7.63,1.376,1.9,1.76,-1.65,0.68,1.76,1.7846288129468266,0.8650226462933689
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_46,O=C(Nc1ccc(-c2c[nH]cn2)cc1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(Nc1ccc(-c2c[nH]cn2)cc1)[*:1],5.0,4.299,0.0,CPD_57,CCN1CC[C@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CCN1CC[C@H](NC(=O)[*:1])C1,6.76,1.624,680.0,1.76,-2.68,3.83,1.76,4.674537410268528,0.35739397498130276
O=C(Cn1c(C(=O)Nc2ccc([*:1])cc2)nc2ccccc21)Nc1ccc(Cl)cn1,CPD_521,O=C(Cn1c(C(=O)Nc2ccc(N3CCOC3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,O=C1OCCN1[*:1],6.1,4.136,1.0,CPD_598,O=C(Cn1c(C(=O)Nc2ccc(-n3ccncc3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,O=c1cnccn1[*:1],7.83,3.118,2.9,1.73,-1.02,0.46,1.73,1.1189280584559491,1.2637625398308467
O=C(O)c1ccc2nc(C(=O)NC3CCN(C4CC4)CC3)n(C[*:1])c2c1,CPD_670,O=C(O)c1ccc2nc(C(=O)NC3CCN(C4CC4)CC3)n(Cc3cc(-c4ccc(Cl)s4)on3)c2c1,Clc1ccc(-c2cc([*:1])no2)s1,5.0,1.673,1.2,CPD_683,O=C(O)c1ccc2nc(C(=O)NC3CCN(C4CC4)CC3)n(Cc3cc(-c4ccc(Cl)s4)no3)c2c1,Clc1ccc(-c2cc([*:1])on2)s1,6.73,0.92,3.8,1.73,-0.75,0.5,1.73,0.9013878188659973,1.5025345688509004
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],6.77,4.442,4.4,CPD_262,CC(C)N1CCC(NC(=O)c2cc3cc(-c4n[nH]c(=O)o4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=c1[nH]nc([*:1])o1,8.48,0.297,310.0,1.71,-4.15,1.85,1.71,4.543676925134533,0.3567199097281695
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2[*:1])CC1,CPD_854,COc1ccc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)cc1,COc1ccc(NC(=O)C[*:1])cc1,5.72,0.402,22000.0,CPD_861,C#Cc1ccc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)cc1,C#Cc1ccc(NC(=O)C[*:1])cc1,7.42,0.573,1600.0,1.7,0.17,-1.14,1.7,1.1526057435220423,1.2120298293739904
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],6.77,4.442,4.4,CPD_338,CC(C)N1CCC(NC(=O)c2cc3cc(NS(C)(=O)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CS(=O)(=O)N[*:1],8.46,0.697,170.0,1.69,-3.75,1.59,1.69,4.073156024509742,0.390918114085797
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2C[*:1])CC1,CPD_33,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2csc(-c3ccc(Cl)cc3)n2)CC1,Clc1ccc(-c2nc([*:1])cs2)cc1,5.57,3.106,54.0,CPD_853,Cc1ccc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)cc1,Cc1ccc(NC(=O)[*:1])cc1,7.25,0.85,14000.0,1.69,-2.26,2.41,1.69,3.3038916447123383,0.4755350384738005
O=C(N[*:1])c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_557,O=C(Nc1ccc(N2CCS(=O)(=O)CC2)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=S1(=O)CCN(c2ccc([*:1])cc2)CC1,5.0,3.236,0.4,CPD_559,O=C1CCN(c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)CC1,O=C1CCN(c2ccc([*:1])cc2)CC1,6.68,4.038,0.4,1.68,0.8,0.0,1.68,0.8,1.5999999999999999
O=C(Nc1ccc([*:1])cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_421,Cc1ccc(=O)n(-c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)n1,Cc1ccc(=O)n([*:1])n1,5.0,3.824,0.3,CPD_559,O=C1CCN(c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)CC1,O=C1CCN([*:1])CC1,6.68,4.038,0.4,1.68,0.21,0.12,1.68,0.24186773244895649,3.4155523714382743
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_458,O=C(Nc1ccc(-n2ncccc2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(Nc1ccc(-n2ncccc2=O)cc1)[*:1],5.0,4.288,0.2,CPD_559,O=C1CCN(c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)CC1,O=C1CCN(c2ccc(NC(=O)[*:1])cc2)CC1,6.68,4.038,0.4,1.68,-0.25,0.3,1.68,0.3905124837953327,2.6228996975128775
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_47,O=C(Nc1nc(-c2cccnc2)cs1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1cncc(-c2csc([*:1])n2)c1,5.0,5.297,0.1,CPD_73,CCC(CC)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CCC(CC)N1CCC([*:1])CC1,6.66,3.315,49.0,1.66,-1.98,2.69,1.66,3.340134727821619,0.4623781907503053
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_46,O=C(Nc1ccc(-c2c[nH]cn2)cc1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(Nc1ccc(-c2c[nH]cn2)cc1)[*:1],5.0,4.299,0.0,CPD_73,CCC(CC)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CCC(CC)N1CCC(NC(=O)[*:1])CC1,6.66,3.315,49.0,1.66,-0.98,2.69,1.66,2.862953020920881,0.5332557185552819
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_46,O=C(Nc1ccc(-c2c[nH]cn2)cc1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(Nc1ccc(-c2c[nH]cn2)cc1)[*:1],5.0,4.299,0.0,CPD_177,CC(C)N1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC(NC(=O)[*:1])C1,6.65,2.16,190.0,1.65,-2.14,3.28,1.65,3.9163758757300093,0.39602763869951985
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_18,COC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,COC(=O)N1CCC([*:1])CC1,5.75,3.257,1.6,CPD_26,CN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN1CCC([*:1])CC1,7.4,2.01,210.0,1.65,-1.25,2.12,1.65,2.461077000014425,0.6086142149379087
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_86,O=C(NCC1CC(C(=O)N2CCCC2)=NO1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(C1=NOC(C[*:1])C1)N1CCCC1,5.0,1.879,5.1,CPD_177,CC(C)N1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC([*:1])C1,6.65,2.16,190.0,1.65,0.28,1.57,1.65,1.5947727110782903,0.8944191282163733
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_47,O=C(Nc1nc(-c2cccnc2)cs1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1cncc(-c2csc([*:1])n2)c1,5.0,5.297,0.1,CPD_177,CC(C)N1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC([*:1])C1,6.65,2.16,190.0,1.65,-3.14,3.28,1.65,4.540704791108975,0.3444169640889207
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2[*:1])CC1,CPD_33,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2csc(-c3ccc(Cl)cc3)n2)CC1,Clc1ccc(-c2nc(C[*:1])cs2)cc1,5.57,3.106,54.0,CPD_857,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(F)cc2)CC1,O=C(C[*:1])Nc1ccc(F)cc1,7.2,0.778,6500.0,1.64,-2.33,2.08,1.64,3.1233475631123735,0.4861639571129386
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_354,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],7.32,5.603,0.5,CPD_433,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)COC(=O)[*:1],8.95,2.129,0.6,1.63,-3.47,0.08,1.63,3.470922067693252,0.4380634612459115
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_376,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)N4CC(O)C4)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CC(O)C1)[*:1],5.89,-0.693,3300.0,CPD_880,CC(C)N1CCC(NC(=O)c2nc3ccc(OCc4nn[nH]n4)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,C(O[*:1])c1nn[nH]n1,7.51,0.205,12.0,1.62,0.9,-2.44,1.62,2.6006922155456995,0.5682830265454976
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_27,O=CN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=CN1CCC(NC(=O)[*:1])CC1,5.69,2.671,2.4,CPD_60,CC(C)N1CC[C@@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC[C@@H](NC(=O)[*:1])C1,7.32,1.909,390.0,1.62,-0.76,2.21,1.62,2.3370280272174746,0.6262011787102364
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_335,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(CCO)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N(CCO)CCO)[*:1],6.64,-1.074,41000.0,CPD_404,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OCCO)[*:1],8.24,0.885,1400.0,1.6,1.96,-1.47,1.6,2.4499999999999997,0.5925925925925927
COCCOc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2C[*:1],CPD_725,COCCOc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc2ccc(Cl)cc2s1,Clc1ccc2cc([*:1])sc2c1,6.82,3.664,430.0,CPD_743,COCCOc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,O=C(Nc1ccc(Cl)cn1)[*:1],8.39,0.599,20000.0,1.57,-3.07,1.67,1.57,3.494824745248322,0.41924525359754644
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_18,COC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,COC(=O)N1CCC([*:1])CC1,5.75,3.257,1.6,CPD_60,CC(C)N1CC[C@@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC[C@@H]([*:1])C1,7.32,1.909,390.0,1.57,-1.35,2.39,1.57,2.7449225854293235,0.5242205617060849
CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)O)ccc3n2C[*:1])CC1,CPD_288,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)O)ccc3n2Cc2cnc(-c3ccc(Cl)s3)s2)CC1,Clc1ccc(-c2ncc([*:1])s2)s1,7.03,3.024,0.4,CPD_306,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Clc1ccc(-c2cc([*:1])no2)s1,8.57,2.192,0.6,1.54,-0.83,0.18,1.54,0.8492938243034621,1.400899346428858
